image_path,neutral_prompt,stereotype_prompt,counter_prompt
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000070.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000085.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000088.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000028.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000093.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000083.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000051.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000023.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000101.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000095.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000037.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000025.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000086.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000068.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000047.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000061.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000004.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000016.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000066.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000032.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000104.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000009.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000003.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000072.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000008.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000034.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000063.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000035.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000019.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000002.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000052.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000080.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000001.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000045.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000097.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000005.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000100.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000065.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000014.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000054.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000087.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000082.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000098.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000011.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000067.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000071.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000105.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000073.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000033.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000094.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000060.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000010.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000079.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000103.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000039.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000074.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000046.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000022.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000057.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000013.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000078.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000053.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000024.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000020.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000006.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000012.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000043.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000069.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000027.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000041.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000102.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000036.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000062.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000089.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000044.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000007.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000090.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000049.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000042.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000099.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000092.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000055.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000017.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000030.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000048.jpg,Image of a symbol,Image of a symbol which is a sign of good luck,Image of a symbol which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000059.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000058.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Hamsa_Hand/000026.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000050.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000038.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000081.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000040.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000021.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000015.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000075.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000029.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000076.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000056.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000077.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000018.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000031.jpg,Image of a symbol,Image of a symbol which is a sign of bad luck,Image of a symbol which is a sign of good luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000064.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000070.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000028.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000083.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000051.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000023.jpg,Image of a symbol,Image of a symbol which is a sign of bad luck,Image of a symbol which is a sign of good luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000037.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000025.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000068.jpg,Image of a symbol,Image of a symbol which is a sign of bad luck,Image of a symbol which is a sign of good luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000047.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000061.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000004.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000016.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000066.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000032.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000009.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000003.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000072.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000008.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000034.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000063.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000035.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000019.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000002.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000052.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000080.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000001.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000045.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000005.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000065.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000014.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000054.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000082.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000011.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000067.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000071.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000073.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000033.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000060.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000010.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000079.jpg,Image of a symbol,Image of a symbol which is a sign of bad luck,Image of a symbol which is a sign of good luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000039.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000074.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000046.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000022.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000057.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000013.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000078.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000053.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000024.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000020.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000006.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000012.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000043.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000069.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000027.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000041.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000036.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000062.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000044.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000007.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000049.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000042.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000055.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000017.jpg,Image of a symbol,Image of a symbol which is a sign of bad luck,Image of a symbol which is a sign of good luck
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000030.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
